词语,全拼音,同形,词类,JLH
牛黄,niu2huang2,,n,1947
牛郎织女,niu2lang2zhi1nv3,,i, 275
牛奶,niu2nai3,,n,1948
扭扭捏捏,niu3niu5nie1nie1,,z, 120
扭转,niu3zhuan3,,v,1258
钮扣,niu3kou4,,n,1949
农村,nong2cun1,,n,1950
农大,nong2da4,,j,  21
农具,nong2ju4,,n,1951
农民,nong2min2,,n,1952
农药,nong2yao4,,n,1953
农业,nong2ye4,,n,1954
农作物,nong2zuo4wu4,,n,1955
浓,nong2,,a, 767
浓度,nong2du4,,n,1956
浓厚,nong2hou4,,a, 768
浓密,nong2mi4,,a, 769
浓郁,nong2yu4,,a, 770
弄清,nong4qing1,,v,1259
弄虚作假,nong4xu1zuo4jia3,,i, 276
奴隶,nu2li4,,n,1957
努力,nu3li4,,a, 771
怒斥,nu4chi4,,v,1260
怒火,nu4huo3,,n,1958
怒目而视,nu4mu4er2shi4,,i, 277
暖房,nuan3fang2,,n,1963
暖和,nuan3huo5,,a, 772
暖瓶,nuan3ping2,,n,1964
暖气,nuan3qi4,1,n,1965
暖气,nuan3qi4,2,n,1966
暖融融,nuan3rong2rong2,,z, 121
暖洋洋,nuan3yang2yang2,,z, 122
挪用,nuo2yong4,,v,1262
诺言,nuo4yan2,,n,1967
懦夫,nuo4fu1,,n,1968
懦弱,nuo4ruo4,,a, 773
女,nv3,,b, 103
女儿,nv3er2,,n,1959
女孩,nv3hai2,,n,1960
女士,nv3shi4,,n,1961
女式,nv3shi4,,b, 104
女性,nv3xing4,,n,1962
虐待,nve4dai4,,v,1261
噢,o1,,e,  10
哦,o2,A,e,  11
哦,o4,B,e,  12
欧美,ou1mei3,,j,  22
欧姆,ou1mu3,,q, 134
欧洲,ou1zhou1,,n,1969
殴打,ou1da3,,v,1263
呕心沥血,ou3xin1li4xue4,,i, 278
偶,ou3,,d, 360
偶尔,ou3er3,,d, 361
偶然,ou3ran2,,a, 774
偶像,ou3xiang4,,n,1970
啪,pa1,,o,   7
啪达,pa1da1,,o,   8
爬,pa2,,v,1264
怕,pa4,,v,1265
拍卖,pai1mai4,,v,1266
拍摄,pai1she4,,v,1267
拍照,pai1zhao4,1,v,1268
拍照,pai1zhao4,2,v,1269
徘徊,pai2huai2,,v,1270
排,pai2,,q, 135
排除,pai2chu2,,v,1271
排练,pai2lian4,,v,1272
排球,pai2qiu2,,n,1971
排他性,pai2ta1xing4,,n,1972
排泄,pai2xie4,,v,1273
排忧解难,pai2you1jie3nan4,,l,  55
牌子,pai2zi5,,n,1973
派,pai4,,v,1274
派别,pai4bie2,,n,1974
派出,pai4chu1,,v,1275
派头,pai4tou2,,n,1975
攀比,pan1bi3,,v,1276
盘,pan2,1,q, 136
盘,pan2,2,q, 137
盘算,pan2suan5,,v,1277
盘问,pan2wen4,,v,1278
盘子,pan2zi5,,n,1976
判断,pan4duan4,,v,1279
叛兵,pan4bing1,,n,1977
叛徒,pan4tu2,,n,1978
盼,pan4,,v,1280
盼头,pan4tou5,,n,1979
盼望,pan4wang4,,v,1281
庞杂,pang2za2,,a, 776
旁,pang2,,f,  41
旁边,pang2bian1,,f,  42
旁观者清,pang2guan1zhe3qing1,,i, 279
旁人,pang2ren2,,r,  65
旁听,pang2ting1,,v,1282
螃蟹,pang2xie4,,n,1980
胖墩墩,pang4dun1dun1,,z, 123
胖乎乎,pang4hu1hu1,,z, 124
胖子,pang4zi5,,n,1981
抛弃,pao1qi4,,v,1283
刨根问底,pao2gen1wen4di3,,i, 280
跑,pao3,1,v,1284
跑,pao3,2,v,1285
跑,pao3,3,v,1286
跑道,pao3dao4,,n,1985
炮,pao4,,n,1983
炮火,pao4huo3,,n,1984
泡,pao4,,v,1287
泡沫,pao4mo4,,n,1986
陪,pei2,,v,1288
陪伴,pei2ban4,,v,1289
陪同,pei2tong2,,v,1290
培训,pei2xun4,,v,1291
培养,pei2yang3,,v,1292
赔偿,pei2chang2,,v,1293
赔款,pei2kuan3,,v,1294
佩服,pei4fu2,,v,1295
配方,pei4fang1,,n,1987
配合,pei4he2,,v,1296
配偶,pei4ou3,,n,1988
配音,pei4yin1,,v,1297
喷泉,pen1quan2,,n,1989
盆,pen2,,q, 138
盆景,pen2jing3,,n,1990
喷香,pen4xiang1,,z, 125
抨击,peng1ji1,,v,1298
庞大,peng2da4,,a, 775
朋友,peng2you5,,n,1991
棚子,peng2zi5,,n,1992
蓬松,peng2song1,,a, 777
捧,peng3,1,v,1299
捧,peng3,2,v,1300
碰,peng4,,v,1301
碰见,peng4jian4,,v,1302
碰撞,peng4zhuang4,,v,1303
批,pi1,,q, 139
批驳,pi1bo2,,v,1304
批评,pi1ping2,,v,1305
批示,pi1shi4,,n,1993
批示,pi1shi4,,v,1306
批准,pi1zhun3,,v,1307
纰漏,pi1lou4,,n,1994
皮,pi2,,n,1995
皮肤,pi2fu1,,n,1996
皮球,pi2qiu2,,n,1997
皮实,pi2shi5,,a, 778
皮鞋,pi2xie2,,n,1998
皮子,pi2zi5,,n,1999
枇杷,pi2pa2,1,n,2000
枇杷,pi2pa2,2,n,2001
疲惫,pi2bei4,,a, 779
疲乏,pi2fa2,,a, 780
疲倦,pi2juan4,,a, 781
疲劳,pi2lao2,,a, 782
疲软,pi2ruan3,,a, 783
啤酒,pi2jiu3,,n,2002
琵琶,pi2pa5,,n,2003
脾气,pi2qi5,,n,2004
匹,pi3,1,q, 140
匹,pi3,2,q, 141
僻静,pi4jing4,,a, 784
偏,pian1,,a, 785
偏,pian1,,d, 362
偏爱,pian1ai4,,v,1308
偏见,pian1jian4,,n,2006
偏僻,pian1pi4,,a, 786
偏偏,pian1pian1,,d, 363
偏巧,pian1qiao3,,d, 364
偏听偏信,pian1ting1pian1xin4,,i, 281
偏向,pian1xiang4,,v,1309
偏心,pian1xin1,,a, 787
篇,pian1,,q, 144
篇幅,pian1fu2,,n,2007
便宜,pian2yi5,,a,  66
便宜货,pian2yi5huo4,,n, 167
片,pian4,1,q, 142
片,pian4,2,q, 143
片断,pian4duan4,,n,2005
片刻,pian4ke4,,m,  47
片面,pian4mian4,,a, 788
骗,pian4,,v,1310
骗取,pian4qu3,,v,1311
骗子,pian4zi5,,n,2008
漂泊,piao1bo2,,v,1312
飘,piao1,,v,1313
飘然,piao1ran2,,d, 365
飘扬,piao1yang2,,v,1314
漂亮,piao4liang5,,a, 789
漂漂亮亮,piao4piao5liang1liang1,,z, 126
票,piao4,,n,2009
票价,piao4jia4,,n,2010
姘妇,pin1fu4,,n,2011
拼搏,pin1bo2,,v,1315
拼命,pin1ming4,,d, 366
拼盘,pin1pan2,,n,2012
拼死,pin1si3,,d, 367
拼写,pin1xie3,,v,1316
贫病交加,pin2bing4jiao1jia1,,i, 282
贫乏,pin2fa2,,a, 790
贫瘠,pin2ji2,,a, 791
贫困,pin2kun4,,a, 792
贫穷,pin2qiong2,,a, 793
频繁,pin2fan2,,a, 794
频率,pin2lv4,,n,2013
频频,pin2pin2,,d, 368
苹果,pin2guo3,1,n,2023
苹果,pin2guo3,2,n,2024
品,pin3,,k,   5
品德,pin3de2,,n,2014
品质,pin3zhi4,,n,2015
聘任,pin4ren4,,v,1317
平,ping2,,a, 795
平安,ping2an1,,a, 796
平步青云,ping2bu4qing1yun2,,i, 283
平常,ping2chang2,,a, 797
平淡,ping2dan4,,a, 798
平等,ping2deng3,,a, 799
平凡,ping2fan2,,a, 800
平方,ping2fang1,,q, 145
平方公里,ping2fang1gong1li3,,q, 146
平方米,ping2fang1mi3,,q, 147
平房,ping2fang2,,n,2016
平和,ping2he2,,a, 801
平衡,ping2heng2,,a, 802
平滑,ping2hua2,,a, 803
平缓,ping2huan3,1,a, 804
平缓,ping2huan3,2,a, 805
平静,ping2jing4,,a, 806
平均,ping2jun1,,a, 807
平米,ping2mi3,,q, 148
平面,ping2mian4,,n,2017
平民,ping2min2,,n,2018
平平淡淡,ping2ping2dan4dan4,,z, 127
平平整整,ping2ping2zheng3zheng3,,z, 128
平起平坐,ping2qi3ping2zuo4,,i, 284
平日,ping2ri4,,t, 103
平时,ping2shi2,,t, 104
平素,ping2su4,,d, 369
平坦,ping2tan3,,a, 808
平稳,ping2wen3,,a, 809
平息,ping2xi1,1,v,1318
平息,ping2xi1,2,v,1319
平信,ping2xin4,,n,2019
平易近人,ping2yi4jin4ren2,,i, 285
平庸,ping2yong1,,a, 810
平原,ping2yuan2,,n,2020
平整,ping2zheng3,,a, 811
平装,ping2zhuang1,,b, 105
评,ping2,,v,1320
评估,ping2gu1,,v,1321
评价,ping2jia4,,v,1322
评论,ping2lun4,,v,1323
评论员,ping2lun4yuan2,,n,2021
评选,ping2xuan3,,v,1324
评议,ping2yi4,,v,1325
凭,ping2,,p,  43
凭借,ping2jie4,,p,  44
凭空,ping2kong1,,d, 370
凭证,ping2zheng4,,n,2022
屏幕,ping2mu4,,n,2025
瓶,ping2,,q, 149
瓶子,ping2zi5,,n,2026
泼,po1,,v,1326
泼辣,po1la5,,a, 812
颇,po1,,d, 371
婆,po2,,g,  12
婆婆,po2po5,,n,2027
迫害,po4hai4,,v,1327
迫切,po4qie4,,a, 815
迫使,po4shi3,,v,1328
迫在眉睫,po4zai4mei2jie2,,i, 286
破,po4,,a, 816
破釜沉舟,po4fu3chen2zhou1,,i, 287
破罐破摔,po4guan4po4shuai1,,l,  56
破坏,po4huai4,,v,1329
破旧,po4jiu4,,a, 817
破烂,po4lan4,,a, 818
破破烂烂,po4po4lan4lan4,,z, 129
破碎,po4sui4,,a, 819
破绽,po4zhan4,,n,2028
魄力,po4li4,,n,2029
扑,pu1,,v,1330
扑簌簌,pu1su4su4,,z, 130
铺张,pu1zhang1,,a, 820
铺张浪费,pu1zhang1lang4fei4,,i, 288
仆人,pu2ren2,,n,2030
菩萨,pu2sa4,,n,2032
葡,pu2,,x,   6
葡萄,pu2tao2,1,n,2033
葡萄,pu2tao2,2,n,2034
朴实,pu3shi2,,a, 813
朴素,pu3su4,,a, 814
普遍,pu3bian4,,a, 821
普及,pu3ji2,,a, 822
普天同庆,pu3tian1tong2qing4,,i, 289
普通,pu3tong1,,a, 823
普通话,pu3tong1hua4,,n,2035
铺子,pu4zi5,,n,2031
瀑布,pu4bu4,,n,2036
七,qi1,,m,  48
七大,qi1da4,,j,  23
七嘴八舌,qi1zui3ba1she2,,i, 290
凄惨,qi1can3,,a, 824
凄怆,qi1chuang4,,a, 825
凄凉,qi1liang2,,a, 826
期待,qi1dai4,,v,1331
期间,qi1jian1,,f,  43
期望,qi1wang4,,v,1332
期限,qi1xian4,,n,2037
欺负,qi1fu5,,v,1333
欺骗,qi1pian4,,v,1334
欺压,qi1ya1,,v,1335
漆工,qi1gong1,1,n,2038
漆工,qi1gong1,2,n,2039
漆黑,qi1hei1,,z, 131
漆匠,qi1jiang4,,n,2040
齐备,qi2bei4,,a, 827
齐全,qi2quan2,,a, 828
齐声,qi2sheng1,,d, 372
齐心协力,qi2xin1xie2li4,,i, 291
其,qi2,,r,  66
其次,qi2ci4,,c,  55
其后,qi2hou4,,t, 105
其乐无穷,qi2le4wu2qiong2,,i, 292
其实,qi2shi2,,d, 373
其他,qi2ta1,,r,  67
其它,qi2ta1,,r,  68
其余,qi2yu2,,r,  69
其中,qi2zhong1,,r,  70
奇怪,qi2guai4,,a, 829
奇迹,qi2ji1,,n,2041
奇妙,qi2miao4,,a, 830
奇特,qi2te4,,a, 831
奇异,qi2yi4,,a, 832
歧视,qi2shi4,,v,1336
歧义,qi2yi4,,n,2042
祈祷,qi2dao3,,v,1337
崎岖,qi2qu1,,a, 833
骑,qi2,,v,1338
骑兵,qi2bing1,,n,2043
棋手,qi2shou3,,n,2044
棋子,qi2zi3,,n,2045
旗号,qi2hao4,,n,2046
旗帜鲜明,qi2zhi4xian1ming2,,i, 293
旗子,qi2zi5,,n,2047
乞丐,qi3gai4,,n,2048
企图,qi3tu2,,v,1339
企业,qi3ye4,,n,2049
岂,qi3,,d, 374
岂有此理,qi3you3ci3li3,,i, 294
启程,qi3cheng2,,v,1340
启发,qi3fa1,,v,1341
启用,qi3yong4,,v,1342
起,qi3,,q, 150
起草,qi3cao3,,v,1343
起初,qi3chu1,,d, 375
起点,qi3dian3,,n,2050
起伏,qi3fu2,,v,1344
起来,qi3lai2,,v,1345
起码,qi3ma3,,d, 376
起跑线,qi3pao3xian4,,n,2051
起诉,qi3su4,,v,1346
起先,qi3xian1,,d, 377
起用,qi3yong4,,v,1347
起源,qi3yuan2,,n,2052
气,qi4,,n,2053
气,qi4,,v,1348
气度,qi4du4,,n,2054
气氛,qi4fen1,,n,2055
气愤,qi4fen4,,a, 834
气概,qi4gai4,,n,2056
气功,qi4gong1,,n,2057
气鼓鼓,qi4gu3gu3,,z, 132
气候,qi4hou4,,n,2058
气节,qi4jie2,,n,2059
气量,qi4liang4,,n,2060
气流,qi4liu2,,n,2061
气派,qi4pai4,,n,2062
气魄,qi4po4,,n,2063
气球,qi4qiu2,,n,2064
气体,qi4ti3,,n,2065
气吞山河,qi4tun1shan1he2,,i, 295
气味,qi4wei4,,n,2066
气压,qi4ya1,,n,2067
气焰,qi4yan4,,n,2068
气质,qi4zhi4,,n,2069
气壮山河,qi4zhuang4shan1he2,,i, 296
迄今为止,qi4jin1wei2zhi3,,l,  57
汽车,qi4che1,,n,2070
汽水,qi4shui3,,n,2071
汽油,qi4you2,,n,2072
器官,qi4guan1,,n,2073
器量,qi4liang4,,n,2074
恰,qia4,,d, 378
恰当,qia4dang4,,a, 835
恰到好处,qia4dao4hao3chu4,,i, 297
恰好,qia4hao3,,d, 379
恰恰,qia4qia4,,d, 380
恰巧,qia4qiao3,,d, 381
洽谈,qia4tan2,,v,1349
千,qian1,,m,  49
千百万,qian1bai3wan4,,m,  50
千方百计,qian1fang1bai3ji4,,i, 298
千赫,qian1he4,,q, 151
千篇一律,qian1pian1yi1lv4,,i, 299
千瓦,qian1wa3,,q, 152
千万,qian1wan4,,d, 382
千万,qian1wan4,,m,  51
千辛万苦,qian1xin1wan4ku3,,i, 300
牵,qian1,,v,1350
牵扯,qian1che3,,v,1351
牵强,qian1qiang3,,a, 836
牵制,qian1zhi4,,v,1352
铅,qian1,,n,2075
铅笔,qian1bi3,,n,2076
谦卑,qian1bei1,,a, 837
谦辞,qian1ci2,,n,2077
谦恭,qian1gong1,,a, 838
谦和,qian1he2,,a, 839
谦虚,qian1xu1,,a, 840
谦逊,qian1xun4,,a, 841
签署,qian1shu3,,v,1353
签证,qian1zheng4,,n,2078
前,qian2,,f,  44
前边,qian2bian5,,f,  45
前程,qian2cheng2,,n,2079
前方,qian2fang1,,s,  46
前赴后继,qian2fu4hou4ji4,,i, 301
前后,qian2hou4,,f,  46
前进,qian2jin4,,v,1354
前景,qian2jing3,,n,2080
前面,qian2mian5,,f,  47
前年,qian2nian2,,t, 106
前仆后继,qian2pu1hou4ji4,,i, 302
前期,qian2qi1,,t, 107
前人,qian2ren2,,n,2081
前任,qian2ren4,,b, 106
前所未闻,qian2suo3wei4wen2,,i, 303
前提,qian2ti2,,n,2082
前天,qian2tian1,,t, 108
前头,qian2tou5,,f,  48
前途,qian2tu2,,n,2083
前夕,qian2xi1,,f,  49
前线,qian2xian4,,s,  47
前沿,qian2yan2,,s,  48
前者,qian2zhe3,,r,  71
虔诚,qian2cheng2,,a, 842
钱,qian2,,n,2084
钳子,qian2zi5,,n,2085
乾坤,qian2kun1,,n,2086
潜伏,qian2fu2,,v,1355
潜力,qian2li4,,n,2087
潜心,qian2xin1,,d, 383
黔驴技穷,qian2lv2ji4qiong2,,i, 304
浅,qian3,,a, 843
浅薄,qian3bo2,,a, 844
浅陋,qian3lou4,,a, 845
浅滩,qian3tan1,,n,2088
浅显,qian3xian3,,a, 846
浅易,qian3yi4,,a, 847
遣返,qian3fan3,,v,1356
欠,qian4,A,v,1357
欠,qian4,B1,v,1358
欠,qian4,B2,v,1359
歉意,qian4yi4,,n,2089
枪炮,qiang1pao4,,n,2090
腔调,qiang1diao4,,n,2091
强,qiang2,,a, 851
强大,qiang2da4,,a, 852
强盗,qiang2dao4,,n,2092
强调,qiang2diao4,,v,1360
强度,qiang2du4,,n,2093
强悍,qiang2han4,,a, 853
强横,qiang2heng4,,a, 854
强劲,qiang2jin4,,a, 855
强烈,qiang2lie4,,a, 856
强行,qiang2xing2,,d, 384
强硬,qiang2ying4,,a, 857
强壮,qiang2zhuang4,,a, 858
墙,qiang2,,n,2094
墙纸,qiang2zhi3,,n,2095
强词夺理,qiang3ci2duo2li3,,i, 305
强迫,qiang3po4,,v,1361
抢,qiang3,,v,1362
抢劫,qiang3jie2,,v,1363
抢手,qiang3shou3,,a, 859
抢修,qiang3xiu1,,v,1364
襁褓,qiang3bao3,,n,2096
悄悄,qiao1qiao1,,d, 385
敲,qiao1,,v,1365
敲诈,qiao1zha4,,v,1366
敲诈勒索,qiao1zha4le4suo3,,i, 306
侨眷,qiao2juan4,,n,2097
桥,qiao2,,n,2098
桥梁,qiao2liang2,,n,2099
桥牌,qiao2pai2,,n,2100
桥头,qiao2tou2,,s,  49
憔悴,qiao2cui4,,a, 860
悄然,qiao3ran2,,d, 386
悄声,qiao3sheng1,,d, 387
巧,qiao3,,a, 861
巧克力,qiao3ke4li4,,n,2101
巧妙,qiao3miao4,,a, 862
俏皮,qiao4pi2,,a, 863
峭壁,qiao4bi4,,n,2102
窍门,qiao4men2,,n,2103
撬,qiao4,,v,1367
切除,qie1chu2,,v,1368
切断,qie1duan4,,v,1369
且,qie3,,d, 389
切切,qie4qie4,,d, 388
切切实实,qie4qie4shi2shi2,,z, 133
切身,qie4shen1,,b, 107
切题,qie4ti2,,a, 864
怯懦,qie4nuo4,,a, 865
怯弱,qie4ruo4,,a, 866
怯生生,qie4sheng1sheng1,,z, 134
窃取,qie4qu3,,v,1370
惬意,qie4yi4,,a, 867
亲,qin1,,a, 868
亲笔,qin1bi3,,d, 390
亲耳,qin1er3,,d, 391
亲骨肉,qin1gu3rou4,,n,2104
亲口,qin1kou3,,d, 392
亲临,qin1lin2,,v,1371
亲密,qin1mi4,,a, 869
亲昵,qin1ni4,,a, 870
亲戚,qin1qi1,,n,2105
亲切,qin1qie4,,a, 871
亲热,qin1re4,,a, 872
亲人,qin1ren2,,n,2106
亲身,qin1shen1,,d, 393
亲生,qin1sheng1,,b, 108
亲手,qin1shou3,,d, 394
亲属,qin1shu3,,n,2107
亲眼,qin1yan3,,d, 395
亲自,qin1zi4,,d, 396
侵略,qin1lve4,,v,1372
芹菜,qin2cai4,,n,2108
琴,qin2,,n,2109
勤,qin2,,a, 873
勤奋,qin2fen4,,a, 874
勤俭,qin2jian3,,a, 875
勤恳,qin2ken3,,a, 876
勤快,qin2kuai4,,a, 877
勤劳,qin2lao2,,a, 878
勤勤恳恳,qin2qin2ken3ken3,,z, 135
勤学苦练,qin2xue2ku3lian4,,i, 307
青,qing1,,a, 879
青菜,qing1cai4,,n,2110
青草,qing1cao3,,n,2111
青春,qing1chun1,,n,2112
青绿,qing1lv4,,b, 109
青霉素,qing1mei2su4,,n,2113
青年,qing1nian2,,n,2114
青蛙,qing1wa1,,n,2115
青藏,qing1zang4,,j,  24
氢气,qing1qi4,,n,2116
轻,qing1,,a, 880
轻薄,qing1bo2,,a, 881
轻而易举,qing1er2yi4ju3,,i, 308
轻风,qing1feng1,,n,2117
轻浮,qing1fu2,,a, 882
轻举妄动,qing1ju3wang4dong4,,i, 309
轻快,qing1kuai4,,a, 883
轻狂,qing1kuang2,,a, 884
轻量级,qing1liang4ji2,,b, 110
轻飘飘,qing1piao1piao1,,z, 136
轻巧,qing1qiao3,,a, 885
轻轻,qing1qing1,,d, 397
轻柔,qing1rou2,,a, 886
轻视,qing1shi4,,v,1373
轻率,qing1shuai4,,a, 887
轻松,qing1song1,,a, 888
轻微,qing1wei1,,a, 889
轻闲,qing1xian2,,a, 890
轻型,qing1xing2,,b, 111
轻言细语,qing1yan2xi4yu3,,l,  58
轻易,qing1yi4,,d, 398
轻音乐,qing1yin1yue4,,n,2118
轻盈,qing1ying2,,a, 891
轻重缓急,qing1zhong4huan3ji2,,i, 310
倾听,qing1ting1,,v,1374
倾向,qing1xiang4,,n,2119
清,qing1,,a, 892
清白,qing1bai2,,a, 893
清查,qing1cha2,,v,1375
清晨,qing1chen2,,t, 109
清除,qing1chu2,,v,1376
清楚,qing1chu5,,a, 894
清楚,qing1chu5,,v,1377
清脆,qing1cui4,,a, 895
清单,qing1dan1,,n,2120
清淡,qing1dan4,,a, 896
清高,qing1gao1,,a, 897
清官,qing1guan1,,n,2121
清洁,qing1jie2,,a, 898
清静,qing1jing4,,a, 899
清苦,qing1ku3,,a, 900
清理,qing1li3,,v,1378
清廉,qing1lian2,,a, 901
清凉,qing1liang2,,a, 902
清明节,qing1ming2jie2,,t, 110
清贫,qing1pin2,,a, 903
清清楚楚,qing1qing1chu1chu1,,z, 137
清爽,qing1shuang3,,a, 904
清水,qing1shui3,,n,2122
清晰,qing1xi1,,a, 905
清洗,qing1xi3,,v,1379
清闲,qing1xian2,,a, 906
清香,qing1xiang1,,n,2123
清新,qing1xin1,,a, 907
清醒,qing1xing3,,a, 908
清秀,qing1xiu4,,a, 909
清雅,qing1ya3,,a, 910
清早,qing1zao3,,t, 111
清正,qing1zheng4,,a, 911
蜻蜓,qing1ting2,,n,2124
情,qing2,,n,2125
情报,qing2bao4,,n,2126
情不自禁,qing2bu4zi4jin1,,i, 311
情操,qing2cao1,,n,2127
情调,qing2diao4,,n,2128
情景,qing2jing3,,n,2129
情侣,qing2lv3,,n,2130
情同手足,qing2tong2shou3zu2,,i, 312
情文并茂,qing2wen2bing4mao4,,i, 313
情绪,qing2xu4,,n,2131
晴和,qing2he2,,a, 912
晴朗,qing2lang3,,a, 913
晴天,qing2tian1,,n,2132
顷,qing3,,q, 153
请,qing3,1,v,1380
请,qing3,2,v,1381
请柬,qing3jian3,,n,2133
请教,qing3jiao4,,v,1382
请求,qing3qiu2,,v,1383
请示,qing3shi4,,v,1384
庆祝,qing4zhu4,,v,1385
穷,qiong2,,a, 914
穷苦,qiong2ku3,,a, 915
穷困,qiong2kun4,,a, 916
穷凶极恶,qiong2xiong1ji2e4,,i, 314
穷则思变,qiong2ze2si1bian4,,i, 315
穷追猛打,qiong2zhui1meng3da3,,l,  59
秋分,qiu1fen1,,t, 112
秋风,qiu1feng1,,n,2134
秋季,qiu1ji4,,t, 113
秋千,qiu1qian1,,n,2135
秋天,qiu1tian1,,t, 114
蚯蚓,qiu1yin3,,n,2136
求,qiu2,1,v,1386
求,qiu2,2,v,1387
求教,qiu2jiao4,,v,1388
求同存异,qiu2tong2cun2yi4,,i, 316
求之不得,qiu2zhi1bu4de2,,i, 317
球,qiu2,,n,2137
球赛,qiu2sai4,,n,2138
球鞋,qiu2xie2,,n,2139
球星,qiu2xing1,,n,2140
区,qu1,,n,2141
区分,qu1fen1,,v,1389
区域,qu1yu4,,n,2142
曲线,qu1xian4,,n,2143
曲折,qu1zhe2,,a, 917
驱逐,qu1zhu2,,v,1390
屈才,qu1cai2,,a, 918
屈辱,qu1ru3,,n,2145
趋势,qu1shi4,,n,2146
趋向,qu1xiang4,,v,1391
渠道,qu2dao4,,n,2147
曲子,qu3zi5,,n,2144
取长补短,qu3chang2bu3duan3,,i, 318
取得,qu3de2,,v,1392
取缔,qu3di4,,v,1393
取消,qu3xiao1,,v,1394
去,qu4,,v,1395
去年,qu4nian2,,t, 115
趣味,qu4wei4,,n,2148
圈,quan1,1,q, 154
圈,quan1,2,q, 155
全,quan2,,a, 919
全,quan2,,d, 400
全都,quan2dou1,,d, 401
全国,quan2guo2,,n,2149
全景,quan2jing3,,n,2150
全局,quan2ju2,,n,2151
全力,quan2li4,,d, 402
全力以赴,quan2li4yi3fu4,,i, 319
全面,quan2mian4,,a, 920
全然,quan2ran2,,d, 403
全盛,quan2sheng4,,b, 112
全速,quan2su4,,d, 404
全天候,quan2tian1hou4,,b, 113
权,quan2,,n,2152
权衡,quan2heng2,,v,1396
权且,quan2qie3,,d, 399
权威,quan2wei1,,n,2153
权益,quan2yi4,,n,2154
泉水,quan2shui3,,n,2155
拳,quan2,,q, 156
拳打脚踢,quan2da3jiao3ti1,,i, 320
拳头,quan2tou5,,n,2156
劝,quan4,,v,1397
劝说,quan4shuo1,,v,1398
缺德,que1de2,,a, 921
缺点,que1dian3,,n,2157
缺乏,que1fa2,,v,1399
缺少,que1shao3,,v,1400
缺陷,que1xian4,,n,2158
却,que4,,d, 405
确,que4,,d, 406
确保,que4bao3,,v,1401
确定,que4ding4,,v,1402
确切,que4qie4,,a, 922
确信,que4xin4,,v,1403
确凿,que4zuo4,,a, 923
裙子,qun2zi5,,n,2159
群,qun2,,q, 157
群策群力,qun2ce4qun2li4,,i, 321
群体,qun2ti3,,n,2160
群众,qun2zhong4,,n,2161
然而,ran2er2,,c,  56
然后,ran2hou4,,c,  57
燃料,ran2liao4,,n,2162
燃烧,ran2shao1,,v,1404
冉冉,ran3ran3,,d, 407
染色体,ran3se4ti3,,n,2163
让,rang4,,p,  45
让,rang4,1,v,1405
让,rang4,2,v,1406
饶恕,rao2shu4,,v,1407
扰乱,rao3luan4,,v,1408
绕弯子,rao4wan1zi5,,l,  60
绕嘴,rao4zui3,,a, 924
惹是生非,re3shi4sheng1fei1,,i, 322
热,re4,,a, 925
热爱,re4ai4,,v,1409
热诚,re4cheng2,,a, 926
热点,re4dian3,,n,2164
热度,re4du4,,n,2165
热乎乎,re4hu1hu1,,z, 138
热乎,re4hu5,,a, 927
热火朝天,re4huo3chao2tian1,,i, 323
热火,re4huo5,,a, 928
热量,re4liang4,,n,2166
热烈,re4lie4,,a, 929
热门,re4men2,,a, 930
热闹,re4nao5,,a, 931
热能,re4neng2,,n,2167
热情,re4qing2,,a, 932
热热闹闹,re4re5nao1nao1,,z, 139
热线,re4xian4,,n,2168
热心,re4xin1,,a, 933
热胀冷缩,re4zhang4leng3suo1,,l,  61
热衷,re4zhong1,,v,1410
人,ren2,,n,2169
人才,ren2cai2,,n,2170
人才辈出,ren2cai2bei4chu1,,i, 324
人次,ren2ci4,,q, 158
人大,ren2da4,,j,  25
人格,ren2ge2,,n,2171
人工,ren2gong1,,b, 114
人家,ren2jia5,,r,  72
人尽其才,ren2jin4qi2cai2,,i, 325
人口,ren2kou3,,n,2172
人类,ren2lei4,,n,2173
人民,ren2min2,,n,2174
人情,ren2qing2,,n,2175
人人皆知,ren2ren2jie1zhi1,,i, 326
人生,ren2sheng1,,n,2176
人体,ren2ti3,,n,2177
人物,ren2wu4,,n,2178
人心惶惶,ren2xin1huang2huang2,,i, 327
人性,ren2xing4,,n,2179
人员,ren2yuan2,,n,2180
人缘,ren2yuan2,,n,2181
人质,ren2zhi4,,n,2182
仁爱,ren2ai4,,n,2183
仁慈,ren2ci2,,a, 934
忍,ren3,,v,1411
忍受,ren3shou4,,v,1412
认,ren4,1,v,1413
认,ren4,2,v,1414
认识,ren4shi5,,n,2184
认识,ren4shi5,,v,1415
认真,ren4zhen1,,a, 935
任何,ren4he2,,r,  73
任劳任怨,ren4lao2ren4yuan4,,i, 328
任命,ren4ming4,,v,1416
任凭,ren4ping2,,c,  58
任情,ren4qing2,,d, 408
任务,ren4wu5,,n,2185
任性,ren4xing4,,a, 936
任意,ren4yi4,,d, 409
任重道远,ren4zhong4dao4yuan3,,i, 329
仍,reng2,,d, 410
仍旧,reng2jiu4,,d, 411
仍然,reng2ran2,,d, 412
日,ri4,,q, 159
日常,ri4chang2,,b, 115
日程,ri4cheng2,,n,2186
日后,ri4hou4,,t, 116
日积月累,ri4ji1yue4lei3,,i, 330
日记,ri4ji4,,n,2187
日渐,ri4jian4,,d, 413
日历,ri4li4,,n,2188
日期,ri4qi1,,n,2189
